year,province,city,gdp,mining_emp,so2,urban_unit_emp,pilot_city,post2017,pilot_post2017,resource_share_2016,resource_share_2016_z,post_resource,pilot_resource,pilot_post_resource,ln_so2,ln_gdp,so2_per_gdp,ln_so2_per_gdp,city_id,province_id,province_year_id
2012,广东,江门,1880.39,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.539234481118392,,,18,2,26
2013,广东,江门,2020.97,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.61133287315688,,,18,2,27
2014,广东,江门,2136.12,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.666746378277342,,,18,2,28
2015,广东,江门,2306.36,,,,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.743425803128361,,,18,2,29
2016,广东,江门,2517.85,0.01,,59.54,0,0,0,0.00016795431642593214,-0.22634514537416253,-0.0,-0.0,-0.0,,7.8311606417416995,,,18,2,30
2017,广东,江门,2787.4,0.01,,56.71,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,,7.93286454068541,,,18,2,31
2018,广东,江门,3066.61,0.01,,64.32,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,,8.028327995937428,,,18,2,32
2019,广东,江门,3230.79,0.01,6131.11,59.01,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,8.72129417851313,8.080481968354734,1.8977123242302965,1.0639215719699178,18,2,33
2020,广东,江门,3285.18,,,,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,,8.097176723938095,,,18,2,34
2021,广东,江门,3695.31,,,,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,,8.214819727021455,,,18,2,35
2022,广东,江门,3860.65,,,,0,1,0,0.00016795431642593214,-0.22634514537416253,-0.22634514537416253,-0.0,-0.0,,8.258590842064619,,,18,2,36
2005,广东,河源,208.37,,6000.0,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,8.699681400989514,5.339315345582109,28.794932091951814,3.3943383150203696,25,2,19
2006,广东,河源,258.08,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,5.553269614376899,,,25,2,20
2007,广东,河源,329.61,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,5.797910137380899,,,25,2,21
2008,广东,河源,395.88,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,5.98111113502849,,,25,2,22
2009,广东,河源,405.5,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.005120873555468,,,25,2,23
2010,广东,河源,450.81,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.1110459647057445,,,25,2,24
2011,广东,河源,579.29,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.361803215740569,,,25,2,25
2012,广东,河源,615.26,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.4220449426945425,,,25,2,26
2013,广东,河源,668.92,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.505664471512922,,,25,2,27
2014,广东,河源,751.17,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.6216319909943495,,,25,2,28
2015,广东,河源,786.93,,,,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.668139299099395,,,25,2,29
2016,广东,河源,864.87,0.07,,27.9,0,0,0,0.002508960573476703,-0.19507166340639762,-0.0,-0.0,-0.0,,6.762579206620012,,,25,2,30
2017,广东,河源,986.2,0.07,,28.1,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,,6.893859173790026,,,25,2,31
2018,广东,河源,1024.85,0.04,,28.9,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,,6.932301539400137,,,25,2,32
2019,广东,河源,1105.58,0.02,1641.73,27.23,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,7.404114770996819,7.008125363124748,1.4849490765028313,0.9102521669856355,25,2,33
2020,广东,河源,1136.85,,,,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,,7.036016558926148,,,25,2,34
2021,广东,河源,1301.26,,,,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,,7.171088304817998,,,25,2,35
2022,广东,河源,1345.06,,,,0,1,0,0.002508960573476703,-0.19507166340639762,-0.19507166340639762,-0.0,-0.0,,7.204193900706385,,,25,2,36
2005,广东,深圳,,,43000.0,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,10.668978650219241,,,,14,2,19
2006,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,20
2007,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,21
2008,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,22
2009,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,23
2010,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,24
2011,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,25
2012,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,26
2013,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,27
2014,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,28
2015,广东,深圳,,,,,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,,,,14,2,29
2016,广东,深圳,19492.6,0.4,,456.23,0,0,0,0.0008767507616772243,-0.21687633990530922,-0.0,-0.0,-0.0,,9.87779018534887,,,14,2,30
2017,广东,深圳,22490.06,0.37,,463.79,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,,10.020828712802182,,,14,2,31
2018,广东,深圳,24221.98,0.37,,486.49,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,,10.095015764385007,,,14,2,32
2019,广东,深圳,26927.0,0.37,1549.08,495.61,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,7.346061821484618,10.200884779674478,0.05752887436402124,0.0559349359286793,14,2,33
2020,广东,深圳,27670.0,,,,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,,10.228104072780972,,,14,2,34
2021,广东,深圳,30665.0,,,,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,,10.330877218060085,,,14,2,35
2022,广东,深圳,32388.0,,,,0,1,0,0.0008767507616772243,-0.21687633990530922,-0.21687633990530922,-0.0,-0.0,,10.385543262806005,,,14,2,36
2005,广东,清远,327.92,,23000.0,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,10.043292972227004,5.792769676196082,70.13905830690412,4.264636529251141,27,2,19
2006,广东,清远,432.23,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.068957853972979,,,27,2,20
2007,广东,清远,593.95,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.386795140735549,,,27,2,21
2008,广东,清远,746.62,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.6155563542277696,,,27,2,22
2009,广东,清远,861.59,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.75877951946099,,,27,2,23
2010,广东,清远,879.58,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.779444520814099,,,27,2,24
2011,广东,清远,1003.03,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.910780697783824,,,27,2,25
2012,广东,清远,1025.03,,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,6.932477159436884,,,27,2,26
2013,广东,清远,1099.54,0.0263,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,7.002647189505879,,,27,2,27
2014,广东,清远,1216.13,0.047900000000000005,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,7.103428964706607,,,27,2,28
2015,广东,清远,1284.67,0.0505,,,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,7.158257155009634,,,27,2,29
2016,广东,清远,1428.42,0.0426,,32.55,0,0,0,0.0013087557603686636,-0.21110518893299982,-0.0,-0.0,-0.0,,7.264324217302472,,,27,2,30
2017,广东,清远,1501.19,0.0392,,32.9,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,,7.314013405901083,,,27,2,31
2018,广东,清远,1616.56,0.033100000000000004,,35.28,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,,7.38805571370524,,,27,2,32
2019,广东,清远,1752.26,0.028800000000000003,16506.25,32.84,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,9.711554957322818,7.468661662312359,9.41997762889069,2.3437248893834433,27,2,33
2020,广东,清远,1844.39,0.034800000000000005,,,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,,7.519903878500459,,,27,2,34
2021,广东,清远,2048.54,0.0354,,,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,,7.6248826232790785,,,27,2,35
2022,广东,清远,2111.57,0.015000000000000001,,,0,1,0,0.0013087557603686636,-0.21110518893299982,-0.21110518893299982,-0.0,-0.0,,7.655187025612318,,,27,2,36
2005,广东,湛江,689.28,,48000.0,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,10.778977123006351,6.535647574527969,69.63788300835655,4.257566587108759,19,2,19
2006,广东,湛江,805.52,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,6.691488031607359,,,19,2,20
2007,广东,湛江,924.41,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,6.829155696169494,,,19,2,21
2008,广东,湛江,1099.41,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.002528951255668,,,19,2,22
2009,广东,湛江,1156.67,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.053300466113023,,,19,2,23
2010,广东,湛江,1407.51,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.249577464784344,,,19,2,24
2011,广东,湛江,1700.23,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.43851881501053,,,19,2,25
2012,广东,湛江,1860.22,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.528450039282663,,,19,2,26
2013,广东,湛江,2031.8,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.616677378657444,,,19,2,27
2014,广东,湛江,2235.91,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.712403583017691,,,19,2,28
2015,广东,湛江,2357.77,,,,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.765471536051573,,,19,2,29
2016,广东,湛江,2531.62,0.59,,52.32,0,0,0,0.011276758409785932,-0.07794272934012783,-0.0,-0.0,-0.0,,7.836614693012147,,,19,2,30
2017,广东,湛江,2793.67,0.41,,50.87,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,,7.935111422605123,,,19,2,31
2018,广东,湛江,3012.73,0.64,,53.5,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,,8.010601923432226,,,19,2,32
2019,广东,湛江,3159.45,0.34,4233.18,45.85,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,8.35094496378124,8.058153240799477,1.3398471252907944,0.8500855961631325,19,2,33
2020,广东,湛江,3195.35,,,,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,,8.069451906977775,,,19,2,34
2021,广东,湛江,3615.7,,,,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,,8.193040753468544,,,19,2,35
2022,广东,湛江,3764.87,,,,0,1,0,0.011276758409785932,-0.07794272934012783,-0.07794272934012783,-0.0,-0.0,,8.233468611085414,,,19,2,36
2005,广东,潮州,286.76,,4000.0,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,8.294299608857235,5.658645628984671,13.948946854512485,2.704640852841149,30,2,19
2006,广东,潮州,320.72,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,5.770568468334251,,,30,2,20
2007,广东,潮州,372.8,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,5.921042082811436,,,30,2,21
2008,广东,潮州,438.08,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.082401542100084,,,30,2,22
2009,广东,潮州,480.18,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.174161033607009,,,30,2,23
2010,广东,潮州,563.63,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.334398007848495,,,30,2,24
2011,广东,潮州,647.22,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.4726862676153925,,,30,2,25
2012,广东,潮州,706.65,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.56053549381416,,,30,2,26
2013,广东,潮州,772.28,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.649347178567616,,,30,2,27
2014,广东,潮州,842.43,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.736290572721267,,,30,2,28
2015,广东,潮州,902.1,,,,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.804725378662593,,,30,2,29
2016,广东,潮州,962.29,0.0,,20.17,0,0,0,0.0,-0.22858884560791237,-0.0,-0.0,-0.0,,6.8693158605386415,,,30,2,30
2017,广东,潮州,979.27,0.0,,18.54,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,6.886807396131098,,,30,2,31
2018,广东,潮州,1031.06,0.0,,17.92,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,6.938342678249928,,,30,2,32
2019,广东,潮州,1108.53,0.0,2598.26,16.43,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,7.862982068114313,7.0107900922896125,2.343878830523306,1.2071314596745997,30,2,33
2020,广东,潮州,1119.17,,,,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,7.0203426181314,,,30,2,34
2021,广东,潮州,1259.89,,,,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,7.138779694547217,,,30,2,35
2022,广东,潮州,1326.71,,,,0,1,0,0.0,-0.22858884560791237,-0.22858884560791237,-0.0,-0.0,,7.190457472393522,,,30,2,36
2005,广东,珠海,651.32,,38000.0,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,10.545367754151743,6.479001072896019,58.34305717619603,4.083335133188365,15,2,19
2006,广东,珠海,746.46,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,6.615342032154454,,,15,2,20
2007,广东,珠海,894.81,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,6.796611405235244,,,15,2,21
2008,广东,珠海,997.16,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,6.904911238530402,,,15,2,22
2009,广东,珠海,1038.66,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,6.945686699816693,,,15,2,23
2010,广东,珠海,1265.21,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.142993395288972,,,15,2,24
2011,广东,珠海,1404.93,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.247742758462629,,,15,2,25
2012,广东,珠海,1503.76,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.31572391730834,,,15,2,26
2013,广东,珠海,1780.87,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.484857287924835,,,15,2,27
2014,广东,珠海,2054.85,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.627958131565508,,,15,2,28
2015,广东,珠海,2251.31,,,,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.719267547995089,,,15,2,29
2016,广东,珠海,2490.42,0.03,,73.12,0,0,0,0.00041028446389496716,-0.223107859068629,-0.0,-0.0,-0.0,,7.820206649933571,,,15,2,30
2017,广东,珠海,2978.73,0.03,,76.2,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,,7.999252314164646,,,15,2,31
2018,广东,珠海,3262.38,0.03,,77.6,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,,8.090212269345294,,,15,2,32
2019,广东,珠海,3536.42,0.02,1904.01,76.08,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,7.552242536890856,8.170870194984495,0.5384004162401524,0.4307431858593181,15,2,33
2020,广东,珠海,3586.22,,,,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,,8.184854001976515,,,15,2,34
2021,广东,珠海,3997.86,,,,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,,8.293514496938464,,,15,2,35
2022,广东,珠海,4189.55,,,,0,1,0,0.00041028446389496716,-0.223107859068629,-0.223107859068629,-0.0,-0.0,,8.340348608580525,,,15,2,36
2005,广东,肇庆,427.18,,26000.0,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,10.165890277802454,6.057205470070659,60.86427267194157,4.124942834899852,21,2,19
2006,广东,肇庆,472.04,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,6.157063727757548,,,21,2,20
2007,广东,肇庆,571.25,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,6.347826942208415,,,21,2,21
2008,广东,肇庆,707.8,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,6.562161567911363,,,21,2,22
2009,广东,肇庆,793.41,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,6.6763401119836585,,,21,2,23
2010,广东,肇庆,980.7,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,6.888266602398275,,,21,2,24
2011,广东,肇庆,1169.41,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.064254627098885,,,21,2,25
2012,广东,肇庆,1279.64,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.154334067355465,,,21,2,26
2013,广东,肇庆,1437.04,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.27034072146058,,,21,2,27
2014,广东,肇庆,1595.9,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.37519311940514,,,21,2,28
2015,广东,肇庆,1706.88,,,,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.442422421553595,,,21,2,29
2016,广东,肇庆,1827.6,0.16,,42.35,0,0,0,0.0037780401416765055,-0.1781180406331909,-0.0,-0.0,-0.0,,7.510758909689116,,,21,2,30
2017,广东,肇庆,1987.29,0.13,,39.29,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,,7.594527180568678,,,21,2,31
2018,广东,肇庆,2133.63,0.13,,38.62,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,,7.66558003351136,,,21,2,32
2019,广东,肇庆,2295.19,0.13,11978.51,35.11,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,9.390952969330447,7.738570907738876,5.218962264561975,1.8276030543371389,21,2,33
2020,广东,肇庆,2388.73,,,,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,,7.778517122939632,,,21,2,34
2021,广东,肇庆,2719.29,,,,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,,7.908126095804172,,,21,2,35
2022,广东,肇庆,2810.71,,,,0,1,0,0.0037780401416765055,-0.1781180406331909,-0.1781180406331909,-0.0,-0.0,,7.9411923994514915,,,21,2,36
2005,广东,茂名,748.03,,,,0,0,0,,,,,,,6.617443084122087,,,20,2,19
2006,广东,茂名,872.95,,,,0,0,0,,,,,,,6.7718782804307835,,,20,2,20
2007,广东,茂名,997.08,,,,0,0,0,,,,,,,6.904831007464891,,,20,2,21
2008,广东,茂名,1177.84,,,,0,0,0,,,,,,,7.071437531557153,,,20,2,22
2009,广东,茂名,1231.25,,,,0,0,0,,,,,,,7.115785192486299,,,20,2,23
2010,广东,茂名,1499.94,,,,0,0,0,,,,,,,7.31318038629028,,,20,2,24
2011,广东,茂名,1745.31,,,,0,0,0,,,,,,,7.464687469288358,,,20,2,25
2012,广东,茂名,1936.18,,,,0,0,0,,,,,,,7.568472238721207,,,20,2,26
2013,广东,茂名,2186.93,,,,0,0,0,,,,,,,7.690254012848564,,,20,2,27
2014,广东,茂名,2400.83,,,,0,0,0,,,,,,,7.783569789882807,,,20,2,28
2015,广东,茂名,2449.59,,,,0,0,0,,,,,,,7.803675942595936,,,20,2,29
2016,广东,茂名,2641.25,,,46.46,0,0,0,,,,,,,7.879007568930266,,,20,2,30
2017,广东,茂名,2917.24,,,49.36,0,1,0,,,,,,,7.97839324279449,,,20,2,31
2018,广东,茂名,3149.45,,,46.34,0,1,0,,,,,,,8.054983113400167,,,20,2,32
2019,广东,茂名,3335.02,,,49.59,0,1,0,,,,,,,8.112233955333242,,,20,2,33
2020,广东,茂名,3383.02,,,,0,1,0,,,,,,,8.126524080675736,,,20,2,34
2021,广东,茂名,3761.42,,,,0,1,0,,,,,,,8.23255182466298,,,20,2,35
2022,广东,茂名,3916.81,,,,0,1,0,,,,,,,8.273032825979268,,,20,2,36
2005,广东,阳江,298.5,,5000.0,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,8.517393171418904,5.698769932832657,16.75041876046901,2.876409107782234,26,2,19
2006,广东,阳江,346.14,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,5.846843317496853,,,26,2,20
2007,广东,阳江,405.29,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.00460286024821,,,26,2,21
2008,广东,阳江,480.5,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.174827228410347,,,26,2,22
2009,广东,阳江,527.27,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.26771275130897,,,26,2,23
2010,广东,阳江,623.98,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.436118316573723,,,26,2,24
2011,广东,阳江,766.82,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.642252093251797,,,26,2,25
2012,广东,阳江,887.03,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.78787880360911,,,26,2,26
2013,广东,阳江,971.17,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.8785015302070525,,,26,2,27
2014,广东,阳江,1083.61,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,6.988053338665958,,,26,2,28
2015,广东,阳江,1124.25,,,,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,7.024871425650817,,,26,2,29
2016,广东,阳江,1137.22,0.01,,24.25,0,0,0,0.0004123711340206186,-0.22307998326080036,-0.0,-0.0,-0.0,,7.036341966678121,,,26,2,30
2017,广东,阳江,1165.05,0.01,,23.74,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,,7.060519283533766,,,26,2,31
2018,广东,阳江,1197.58,0.01,,20.08,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,,7.088058132899171,,,26,2,32
2019,广东,阳江,1330.93,0.01,5478.73,20.46,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,8.608811108655258,7.193633224976039,4.116467432547166,1.6324642463425851,26,2,33
2020,广东,阳江,1366.18,,,,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,,7.219773803045522,,,26,2,34
2021,广东,阳江,1528.86,,,,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,,7.332277638623759,,,26,2,35
2022,广东,阳江,1560.32,,,,0,1,0,0.0004123711340206186,-0.22307998326080036,-0.22307998326080036,-0.0,-0.0,,7.352646207412797,,,26,2,36
2005,广东,韶关,340.78,,60000.0,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,11.002116507732017,5.831237107787093,176.06667057925935,5.176526331590835,13,2,19
2006,广东,韶关,404.61,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.002923640196876,,,13,2,20
2007,广东,韶关,481.14,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.1761582880469925,,,13,2,21
2008,广东,韶关,553.85,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.316893891962942,,,13,2,22
2009,广东,韶关,578.75,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.360870605400444,,,13,2,23
2010,广东,韶关,635.55,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.454490765740678,,,13,2,24
2011,广东,韶关,816.81,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.7054065096746305,,,13,2,25
2012,广东,韶关,906.48,,,,0,0,0,0.018794749403341287,0.022490046122408337,0.0,0.0,0.0,,6.809568967072311,,,13,2,26
