province,year,coal_available_total,coal_primary_production,coal_thermal_power_input,coal_terminal,coal_terminal_10k_tce_approx,coal_terminal_industry,oil_available_total,oil_thermal_power_input,oil_terminal_industry,oil_terminal,oil_terminal_10k_tce_approx,lpg_terminal,lpg_terminal_10k_tce_approx,lpg_terminal_industry,electricity_available_total,electricity_primary_production,electricity_thermal_power_input,electricity_terminal,electricity_terminal_10k_tce_approx,electricity_terminal_industry,energy5_terminal_10k_tce_approx,coal_share_energy5_terminal_approx,coal_primary_production_10k_ton,lpg_available_total,oil_primary_production,coal_consumption,coal_consumption_10k_tce_approx,oil_consumption,oil_consumption_10k_tce_approx,lpg_consumption,lpg_consumption_10k_tce_approx,gas_consumption,gas_consumption_10k_tce_approx,gas_terminal,gas_terminal_10k_tce_approx,gas_terminal_industry,electricity_consumption,electricity_consumption_10k_tce_approx,energy5_consumption_10k_tce_approx,coal_share_energy5_consumption_approx,coal_consumption_10k_ton,gas_available_total,gas_thermal_power_input,gas_primary_production,lpg_thermal_power_input,lpg_primary_production
Chongqing,2010,63969.055,45750,-16875.58936,35160.4281,2511.509379,28948.8966,5053.5,-11.80516,426.1338086,5041.686909,720.2553918,121.3772568,20.80770313,4.45525678,28801,14656,33703.577,59584.12,732.2888348,39608.11,4727.98096,0.5312012465,4575,121.4,,63969.02805,4569.307674,5053.492069,721.9418769,121.3772568,20.80770313,5641.970196,750.382036,5587.365796,743.1196508,4141.364796,62504.12,768.1756348,6830.614925,0.6689452889,6396.902805,5642,-4.7426,6701,,
Chongqing,2011,71892.5285,43639.67745,-19342.6817,39416.39,2815.512738,32861.39,6217.24184,-6.92436,1258.5921,6210.307389,887.2045136,147.1,25.217353,13.5,33008.54,14560.54,38694,67144.57318,825.2068044,44755,5367.101409,0.524587207,4363.967745,147.1,,71892.46279,5135.278617,6217.231749,888.1937277,147.1,25.217353,6164,819.812,6120,813.96,4297,71702.57318,881.2246244,7749.726322,0.6626399957,7189.246279,6164,-2,6127,,
Chongqing,2012,67498.51356,35717,-15463.2,39423.9418,2816.052163,32341.5,6365,-8.5,738,6356.5,908.08959,161,27.60023,5.8,37398,19897,34905,67580,830.5582,42216,5515.162183,0.5106018771,3571.7,161,,67498.5418,4821.420841,6364.999771,909.3038673,161,27.60023,7077,941.241,7014,932.862,3735,72303,888.60387,7588.169808,0.6353865244,6749.85418,7077,-5,5528,,
Chongqing,2013,57944.71947,39101.16281,-18272.1,26608.52343,1900.646829,23208.82343,7061.56407,-7.5,819.5,7052.9,1007.577294,166.3,28.508809,5.6,38175.82927,16216.12927,43151,75852,932.22108,46038,4811.126012,0.3950523899,3910.116281,166.3,,57944.72718,4138.991862,7061.6,1008.820176,166.3,28.508809,7180,954.94,7084,942.172,4253,81326.61,999.5040369,7130.764884,0.5804414995,5794.472718,7179.72,-38,5055.72,,
Chongqing,2014,60957.75576,38840.9,-17654.8,31877.4,2277.002682,29936.7,7043.26407,-9.8,689.8,7032.3,1004.634378,197.5,33.857425,0.6,43474,24252,43247,82014,1007.95206,51504,5399.948545,0.4216711813,3884.09,197.5,,60957.8,4354.215654,7043.3,1006.205838,197.5,33.857425,8163,1085.679,8094,1076.502,4827,86721,1065.80109,7545.759007,0.5770414414,6095.78,8163,-5,4805,,
Chongqing,2015,60471.9,35618.3,-17123.2,33378.2,2384.204826,31432.7,7930.63593,-5.8,523.2,7924.8,1132.136928,201.8,34.594574,0.5,42792,19719,44745,82608,1015.25232,56338,5700.678648,0.4182317533,3561.83,201.8,,60471.924,4319.509531,7930.6,1132.965516,201.8,34.594574,8837,1175.321,8530,1134.49,4758,87537,1075.82973,7738.220351,0.5582045141,6047.1924,8837,-250,6931,,
Chongqing,2016,56743.66666,24366.76666,-16935.3,31373.29383,2240.994378,29360.99383,8640.8,-5.5,590.5,8635.3,1233.638958,212.2,36.377446,0.7,47017,25183,44861,86156,1058.85724,49212,5689.329022,0.3938943185,2436.676666,212.2,,56743.69383,4053.20205,8640.8,1234.424688,212.2,36.377446,8932,1187.956,8417,1119.461,5013,91878,1129.18062,7641.140804,0.5304446226,5674.369383,8932,-459,9645,,
Chongqing,2017,56466.8,11942,-17757.6,31050.1,2217.908643,29090.9,9071.6,-10.3,592.4,9061.3,1294.497318,219.8,37.680314,0.5,52373,25920,46890,93383,1147.67707,58700,5910.856345,0.3752262809,1194.2,219.8,,56466.8,4033.423524,9071.6,1295.968776,219.8,37.680314,9524,1266.692,9121,1213.093,5449,99263,1219.94227,7853.706884,0.513569399,5646.68,9524,-337,11131,,
Chongqing,2018,51295.2,11769.2,-20232.3,23107.1,1650.540153,21785.7,9181,-5.3,627.6,9175.6,1310.826216,252.1,43.217503,2.2,57558,25654,53888,105100,1291.679,59020,5547.792872,0.2975129373,1176.92,252.1,,51295.2,3664.016136,9181,1311.59766,252.1,43.217503,9785,1301.405,9410,1251.53,6685,111447,1369.68363,7689.919929,0.4764699984,5129.52,9950,-296,10676,,
Chongqing,2019,50229.4,11714.3,-20543.1,21108.2,1507.758726,19748.4,9764.8,-3.8,756.7,9761,1394.45646,282.2,48.377546,2.4,60534,25660,55485,110998,1364.16542,62717,5587.967152,0.2698224032,1171.43,282.2,,50229.4,3587.886042,9764.8,1394.999328,282.2,48.377546,10037,1334.921,9573,1273.209,6415,116019,1425.87351,7792.057426,0.4604542608,5022.94,10351,-372,11053,,
Chongqing,2020,49955.4,9393.9,-19657.2,22034.5,1573.924335,20798.7,9578.5,-4.4,817.9,9574.1,1367.755926,317,54.34331,1.5,64503,29903,54149,113551,1395.54179,63412,5685.389361,0.2768366835,939.39,317,,49955.4,3568.314222,9578.5,1368.38451,317,54.34331,10331,1374.023,9728,1293.824,6689,118652,1458.23308,7823.298122,0.4561137983,4995.54,10747,-359,13004,,
Chongqing,2021,51305.9,,-24070.6,19053.8,1361.012934,18012.2,9587.9,-5.4,585,9582.5,1368.95595,350,60.0005,2,65944,31022,68121,128275,1576.49975,70415,5977.232134,0.2276995277,,350,,51305.9,3664.780437,9587.9,1369.727394,350,60.0005,13022,1731.926,12111,1610.763,7772,134065,1647.65885,8474.093181,0.4324687443,5130.59,13868,-503,13955,,
Chongqing,2022,52360.3,,-27014.9,16422.3,1173.044889,15353.7,8707.5,-5.7,675.9,8701.8,1243.139148,366.6,62.846238,3.3,64914,24269,75515,135034,1659.56786,69832,5705.604135,0.2055952115,,366.6,,52360.3,3740.096229,8707.5,1243.95345,366.6,62.846238,13023,1732.059,11782,1567.006,7588,140429,1725.87241,8504.827327,0.4397615713,5236.03,13882,-581,14145,,
Fujian,1995,16762.6,11341.8,-5352.6,10341.7,738.707631,8371.6,3110,-144.4,699.7,2872.4,410.351064,166,28.45738,23.8,15491,15491,10664,24208,297.51632,16069,1475.032395,0.5008077338,1134.18,,,,,,,,,,,,,,,,,,,,,,,
Fujian,1996,18341.6,11680,-6658.6,10517.7,751.279311,8744.6,3649.8,-184.7,832.2,3394,484.86684,270.8,46.423244,,15127,15127,13441,26633,327.31957,17093,1609.888965,0.4666652964,1168,151.9,,,,,,,,,,,,,,,,,,,,,,
Fujian,1997,17066.5,7760.4,-5284.2,10777.7,769.851111,8975.6,3832.1,-135.6,1029.6,3601.6,514.524576,274,46.97182,,19413,19413,11605,28959,355.90611,17945,1687.253617,0.456274684,776.04,171,171,,,,,,,,,,,,,,,,,,,,,171
Fujian,1998,17870.5,7270,-6073,10762,768.72966,9034.2,3941.2,-225,874,3601.1,514.453146,341.5,58.543345,49.8,18481,18481,13711,29876,367.17604,18153,1708.902191,0.4498383021,727,206.1,,,,,,,,,,,,,,,,,,,,,,
Fujian,1999,19820.1,13700,-7747,10830,773.5869,9070,4361.1,-254.5,1088.3,3965.4,566.497044,348.7,59.777641,55,18308,18528,17217,32614,400.82606,20965,1800.687645,0.4296063796,1370,211.4,,,,,,,,,,,,,,,,,,,,,,
Fujian,2000,21686.4,13972.6,-8915.9,11354.9,811.080507,9622.3,4844.1,-243.1,1110.7,4259.9,608.569314,368.7,63.206241,59.1,19456,19676,20845,37267,458.01143,24342,1940.867492,0.4178958689,1397.26,159.8,,,,,,,,,,,,,40302,495.31158,495.31158,,,,,,,
Fujian,2001,22100,12930,-9910.4,10593.6,756.700848,8834.9,4832.5,-179.1,1265.3,4469.3,638.484198,393,67.37199,63.5,22813,23436,21170,40631,499.35499,26362,1961.912026,0.3856956061,1293,195,496.1,,,,,,,,,,,,,,,,,,,,,
Fujian,2002,27140,16500,-13364.9,12059.9,861.438657,10347.5,5904.3,-126,1731.8,5511.8,787.415748,696.7,119.435281,168.5,18931,22435,30849,49786,611.86994,34076,2380.159626,0.3619247413,1650,487.7,,,,,,,,,,,,,,,,,,,,,,
Fujian,2003,32728,17400,-17540,13471.3,962.254959,11827.6,6666.9,-188.9,2098.9,6335.8,905.132388,798,136.80114,176,16401,18899,42146,58535,719.39515,40764,2723.583637,0.3533047217,1740,580,,,,,,,,,,,,,58535,719.39515,719.39515,,,,,,,
Fujian,2004,38054.9,18350,-21883.7,13847.9,989.155497,12223.8,8322.6,-232.6,2618.4,7938.2,1134.051252,862,147.77266,189.7,15948,15476,50490,61192,752.04968,41369,3031.009089,0.3263452758,1835,619.3,,38061.2,2718.711516,8071.4,1153.080204,862,147.77266,60,7.98,60,7.98,60,66435,816.48615,4844.03053,0.5612498722,3806.12,60,,,,
Fujian,2005,48571.3,20000,-21076.9,24765.9,1769.028237,20556.3,9356.5,-91.2,3353.4,9160.5,1308.66903,1001.8,171.738574,390,26934,29100,48690,69943,859.59947,48074,4115.818311,0.4298120333,2000,804.9,,48571.3,3469.447959,9344.9,1335.012414,1001.8,171.738574,51,6.783,51,6.783,51,75659,929.84911,5912.831057,0.5867659545,4857.13,51,,,,
Fujian,2006,53950.8,20150,-23696.3,27514,1965.32502,23055.1,9732.3001,-56.1,3523.3,9597.43,1371.08885,934.4,160.184192,363.8,31104,34845,55580,80205,985.71945,54951,4489.898512,0.4377214796,2015,713.9,,53950.8,3853.705644,9723.43,1389.08921,934.4,160.184192,57,7.581,57,7.581,57,86684,1065.34636,6475.906406,0.5950835918,5395.08,57,,,,
Fujian,2007,61171.50011,21360,-30978.7,27373.7,1955.303391,24343.2,10936.3,-30.5,3907.1,10946.6,1563.831276,1048.2,179.692926,152.8,27670,31468,72363,92518,1137.04622,63305,4842.257813,0.4037999352,2136,828,,61171.5,4369.480245,10936.3,1562.359818,1048.2,179.692926,48,6.384,48,6.384,48,100033,1229.40557,7347.322559,0.5947037455,6117.15,48,,,,
Fujian,2008,65958.8,22437.5,-32648.8,30226,2159.04318,27373.5,10593.9,-34.2,2958.3,10593,1513.31598,1006.4,172.527152,236,40401,41430,74576,107354,1319.38066,74124,5182.088972,0.4166356833,2243.75,790.9,,65958.8,4711.437084,10581.6,1511.687376,1006.4,172.527152,153,20.349,134,17.822,73,114977,1413.06733,7829.067942,0.6017877376,6595.88,153,-19,,,
Fujian,2009,71092.50001,24661.3,-35391,32588.6,2327.803698,29810.7,11043,-187.7,2608.3,10779.8,1540.002228,929,159.25847,278.5,33321,36529,88230,113793,1398.51597,76858,5462.155366,0.4261694408,2466.13,543,,71092.4999,5078.137268,11043,1577.60298,929,159.25847,849,112.917,275,36.575,152,121551,1493.86179,8421.777508,0.6029768969,7109.24999,849.001,-574,,,
Fujian,2010,70262.4001,25249.3,-33711.1,32719.3,2337.139599,30588.8,15753.7,-460.9,5258.2,14366.6,2052.412476,850,145.7155,287.5,42447,46571,89061,123309,1515.46761,81082,6183.868185,0.3779413676,2524.93,531.2,,70262.4,5018.843232,15753.7,2250.573582,850,145.7155,2910,387.03,1001,133.133,433,131508,1616.23332,9418.395634,0.5328766625,7026.24,2910,-1909,,,
Fujian,2011,87137.5,26204.9,-51600,31404.5,2243.223435,29362.5,16493.7,-432.7,5403.9,15125.9,2160.886074,840,144.0012,280.5,24836,31149,127184,142656,1753.24224,93921,6507.502949,0.3447133951,2620.49,629,,87137.5,6224.231625,16493.7,2356.289982,840,144.0012,3789,503.937,1550,206.15,920,152020,1868.3258,11096.78561,0.5609040172,8713.75,3789,-2239,,,
Fujian,2012,84848.7,20510.9,-45019.8,34544.2,2467.492206,32766.9,16993.5,-436.6,5549.2,15880.6,2268.702516,790,135.4297,215.1,46122,50433,111829,148396,1823.78684,96264,6909.275262,0.3571275007,2051.09,534.5,,84848.7,6060.742641,16993.5,2427.69141,790,135.4297,3749,498.617,1608,213.864,955,157951,1941.21779,11063.69854,0.547804391,8484.87,3749,-2141,,,
Fujian,2013,80786.4,16806.3,-48365.6,27366.2,1954.767666,26185.1,18090.1,-368.6,7670.8,16758.46422,2394.114199,820,140.5726,259.4,49224,50963,128031,166921,2051.45909,111349,6865.044067,0.2847421877,1680.63,619.9,,80786.44211,5770.57556,18090.06422,2584.346575,820,140.5726,4939.071517,656.8965118,2437.071517,324.1305118,2015,177255,2178.46395,11330.8552,0.5092797904,8078.644211,4939,-2502,,,
Fujian,2014,81983,15895,-50130.9,24969.4,1783.564242,24097,22615.9,-453.2,11278.4,20823.2,2974.802352,800,137.144,249.2,58195,59270,127726,175404,2155.71516,113762,7453.831477,0.2392815356,1589.5,238.7,,81983,5856.04569,22615.9,3230.907474,800,137.144,5026.120697,668.4740526,3027.110697,402.6057226,2571,185921,2284.96909,12177.54031,0.4808890418,8198.3,5026,-1999,,,
Fujian,2015,76599.4,15909.5,-44014.1,27217.9,1944.174597,26365.9,21119.7,-549.7,9036.1,18952.7,2707.582722,637.5,109.286625,139.6,76991,80085,110896,179570,2206.9153,116462,7399.159967,0.2627561244,1590.95,-403,,76599.4,5471.495142,21119.6999,3017.160328,637.5,109.286625,4538.110697,603.5687226,3242.110697,431.2007226,2780,187887,2309.13123,11510.64205,0.4753423067,7659.94,4538,-1296,,,
Fujian,2016,68265,13839.1,-35671.7,27527.4,1966.282182,26683.8,20746.7,-627.7,8054,18590.9,2655.895974,682.9,117.069547,132,108192,111795,91532,191170.59,2349.486551,121697,7560.884254,0.2600598179,1383.91,-468.5,,68265,4876.16895,20746.7,2963.873562,682.9,117.069547,4855,645.715,3550,472.15,3071,199723.59,2454.602921,11057.42998,0.4409857407,6826.5,4855,-1293,,,
Fujian,2017,75429.5,11295.4,-44798.9,25085.6,1791.864408,24353.6,21808.1,-669.6,8138,19642.3,2806.098978,683.6,117.189548,125.5,101222,108507,113916,206289.37,2535.296357,130800,7750.529291,0.2311925213,1129.54,-476.7,,75429.5,5387.929185,21808.099,3115.505023,683.6,117.189548,5016,667.128,3760,500.08,3183,215138.37,2644.050567,11931.80232,0.4515603795,7542.95,5016,-1140,,,
Fujian,2018,85588.5,9412.7,-54628.2,23980.8,1712.948544,23323.3,20751.7,-638.7,6256.7,18242.5,2606.12355,579.4,99.326542,50,90869,105675,140513,223850,2751.1165,140113,7676.644136,0.2231376776,941.27,-623.9,,85588.5,6113.586555,20751.7,2964.587862,579.4,99.326542,5192,690.536,3813,507.129,3217,231382,2843.68478,12711.72174,0.4809408734,8558.85,5192,-1218,,,
Fujian,2019,87183.2,8457.4,-54220.6,22949,1639.24707,22323.5,22292.5,-577.8,7424.1,20106.2,2872.371732,574.9,98.555107,70,99621,116682,140613,232370,2855.8273,142452,7976.189209,0.2055175758,845.74,-923.4,,87183.2,6227.495976,22292.5,3184.70655,574.9,98.555107,5277,701.841,3836,510.188,3191,240234,2952.47586,13165.07449,0.4730315791,8718.32,5277,-1278,,,
Fujian,2020,89605.6,6585.4,-58439,20006.2,1429.042866,19503,23123.7,-402.7,8688.6,20610.7,2944.444602,613.7,105.206591,112.3,93226,108574,156531,241373,2966.47417,145858,7957.617229,0.1795817548,658.54,-585.9,,89605.6,6400.528008,23123.7,3303.451782,613.7,105.206591,5114,680.162,3853,512.449,3223,249757,3069.51353,13558.86191,0.4720549593,8960.56,5114,-1209,,,
Fujian,2021,101048.7,5475.2,-66776,20614.8,1472.515164,20080.8,24080.8,-396.1,8820.2,21581.1,3083.075946,1194.3,204.738849,769.7,113385,122839,172242,276166,3394.08014,170707,8693.193099,0.1693871455,547.52,-97.8,,101048.7,7217.908641,24080.8,3440.183088,1300.8,222.996144,6004,798.532,4051,538.783,3267,285627,3510.35583,15189.9757,0.4751757858,10104.87,6004,-1305,,,
Fujian,2022,97286,4453.6,-63024.2,19891.9,1420.878417,19358.7,27778.9,-392.3,13516.6,25311.4,3615.986604,1847.2,316.665496,1441.8,131332,148767,160113,281955,3465.22695,171533,9367.914467,0.151674999,445.36,781.4,,97286,6949.13898,27778.9,3968.493654,1883,322.80269,5541,736.953,4129,549.157,3349,291445,3581.85905,15559.24737,0.4466243651,9728.6,5541,-1069,,,
Gansu,1995,25466.7,24661.3,-7344.2,15014.4,1072.478592,8305,3201.9,-20.1,1541.3,2510.4,358.635744,66,11.31438,42.1,9937,9618,14169,22731,279.36399,17600,1730.038706,0.6199159523,2466.13,-23,2678.3,,,,,,,,,62,8.246,62,,,,,,62,,113,,
Gansu,1996,26189.2,22205.6,-7529.8,15359.3,1097.114799,8508.4,2920.9,-14.7,1576.2,2599.5,371.36457,61.8,10.594374,36.8,9648,8432,15133,23293,286.27097,17713,1773.324713,0.6186767663,2220.56,-8.2,3217.7,,,,,,,,,60,7.98,60,,,,,,60,,115,,
Gansu,1997,23731.1,22934.7,-7832.4,13033.6,930.990048,7726.6,2935,-30.7,1920.4,3030.4,432.922944,83.9,14.382977,40.9,9679,8250,16391,24357,299.34753,18575,1679.239499,0.5544117135,2293.47,-36.6,1858.6,,,,,,,,,12,1.596,12,,,,,,64,,177,,
Gansu,1998,23738.1,23227,-7875.6,12816.7,915.496881,7340.2,3812.6,-24.9,1966.7,3156.3,450.909018,100.1,17.160143,56.6,9454,8855,16505,24289,298.51181,18481,1695.111852,0.5400805144,2322.7,-12.4,4426.4,,,,,,,,,98,13.034,98,,,,,,214,-86,471,,
Gansu,1999,23954.6,18918,-7718.9,12264.1,876.024663,6769.7,3830,-38.6,1908.6,3246.3,463.766418,108,18.51444,55.6,14670,11747,14488,27534,338.39286,19855,1698.560381,0.5157453764,1891.8,-12,427.5,,,,,,,,,14,1.862,14,,,,,,14,,14,,
Gansu,2000,24803.8,16327.1,-7716,12248.3,874.896069,6754.6,4821.6,-19.4,1768.6,3585.4,512.210244,131.2,22.491616,77.7,12944,11436,16590,28440,349.5276,19858,1761.519529,0.4966712288,1632.71,-22,462.7,,,,,,,,,18,2.394,18,,,,,,85,-67,18,,
Gansu,2001,25512.9,18190.5,-8463.7,12197.7,871.281711,6583.2,3956.5,-21.4,1567.5,3530.5,504.36723,147.9,25.354497,106.9,12162,11797,18447,28890,355.0581,19539,1761.647538,0.4945834466,1819.05,-23.9,536.6,,,,,,,,,42,5.586,36,,,,,,119,-62,37,,
Gansu,2002,27975.6,23655.1,-11569.3,12310.8,879.360444,6811.6,3142.8,-17,1058.8,2666.9,380.993334,100.5,17.228715,61.5,10807,10607,23426,32107,394.59503,22121,1701.836523,0.5167126408,2365.51,-57.6,2535.7,,,,,,,,,223,29.659,184,,,,,,276,-53,87,,
Gansu,2003,32185.4,29226,-14796.2,12468.6,890.632098,6852.3,4570.4,-11.9,832,2558.7,365.535882,64.2,11.005806,22.2,10239,10807,29595,37222,457.45838,26629,1814.008166,0.4909746906,2922.6,-180.6,2558.6,,,,,,,,,672,89.376,593,,,,,,737,-54,57,,
Gansu,2004,34793.2,35399.8,-15959.4,13285.5,948.983265,8218.3,3627.8,-10.5,1406.9,3141.5,448.79469,57.1,9.788653,8.6,11713,12239,33487,43301,532.16929,32429,2044.273898,0.4642153216,3539.98,-223,2836.3,34948.2,2496.349926,3627.8,518.267508,57.2,9.805796,853,113.449,786,104.538,646,45200,555.508,3693.38023,0.6758984374,3494.82,853,-59,20,,
Gansu,2005,37506.7,36200,-15970,14808,1057.73544,9451.4,4727.9,-10.3,1826.8,3740,534.2964,64.2,11.005806,7.5,14978,16208,33970,46796,575.12284,34294,2297.328486,0.4604197643,3620,-259,3045.5,37506.7,2679.103581,4727.9,675.427794,64.4,11.040092,962,127.946,896,119.168,734,48948,601.57092,4095.088387,0.6542236279,3750.67,962,-52,160,,
Gansu,2006,39590.9,38227.9,-16609.2,15259.4,1089.978942,9767.5,4651.6,-8.4,2050.4,4005.4,572.211444,64.1,10.988663,6.5,17609,17165,36024,50453,620.06737,37290,2443.004419,0.4461633117,3822.79,-194.2,3323.6,39590.9,2827.977987,4651.6,664.527576,64.1,10.988663,1197,159.201,1126,149.758,925,53633,659.14957,4321.844796,0.654345105,3959.09,1197,-56,153,,
Gansu,2007,44551.9,39493.4,-19690.3,15080.5,1077.200115,9451.6,4992.4,-13.1,1792.7,3729.3,532.767798,59.3,10.165799,1.7,19037,19439,42437,57900,711.591,43711,2495.979712,0.4315740668,3949.34,-254.5,3516.7,44551.9,3182.342217,4992.4,713.214264,59.3,10.165799,1297,172.501,1235,164.255,1018,61474,755.51546,4833.73874,0.6583604096,4455.19,1297,-49,149,,
Gansu,2008,46828.7,39523.7,-22169,16403.6,1171.709148,10474,5337.7,-13,2290.1,4365.4,623.641044,63.2,10.834376,0.9,20972,22235,46804,64146,788.35434,48413,2749.483908,0.4261560304,3952.37,-227,3651.5,46828.7,3344.974041,5337.7,762.543822,63.2,10.834376,1201,159.733,1165,154.945,938,67776,832.96704,5111.052279,0.654458976,4682.87,1201,-24,130,,
Gansu,2009,44785,39759.6,-20600,15736.5,1124.058195,9656.5,5720.1,-7.7,2467.5,4653.6,664.813296,64.2,11.005806,1,26436,26210,44115,66874,821.88146,49766,2784.816757,0.4036381181,3975.96,-238.7,3599.1,44785,3198.99255,5720.1,817.173486,64.2,11.005806,1243,165.319,1226,163.058,945,70551,867.07179,5059.562632,0.6322666172,4478.5,1243,-7,149,,
Gansu,2010,53895.7,46882.5,-27718.89,17489.5,1249.274985,10504.5,6075.4,-5.9,2522.9,5026.8,718.128648,64,10.97152,7.8,21308,28316,59135,76191,936.38739,57461,3099.100543,0.4031088916,4688.25,-203.8,3821.4,53895.69,3849.769137,6075.4,867.931644,64,10.97152,1421,188.993,1386,184.338,1039,80443,988.64447,5906.309771,0.6518061677,5389.569,1421,,103,,
Gansu,2011,63033.7,47006.5,-34273.99999,19072.1,1362.320103,12078.2,6622.1,-6.2,2273.3,4927.7,703.971222,58.2,9.977226,2.4,21354,31800,70991,88138,1083.21602,67046,3359.649571,0.4054947024,4700.65,-370.9,5026.6,63033.69999,4502.49719,6622.1,946.033206,58.2,9.977226,1556,206.948,1505,200.165,1154,92345,1134.92005,6800.375672,0.6620953617,6303.369999,1556,,81,,
Gansu,2012,65575.3,48780.8,-34453.8,21533.8,1538.159334,14485.8,6909.6,-19.9,2459.8,5477.4,782.501364,70.5,12.085815,5.1,27705,38953,71751,94846,1165.65734,72877,3758.817853,0.4092135863,4878.08,-250,6295.2,65575.3,4684.043679,6909.6,987.105456,70.5,12.085815,1997,265.601,1958,260.414,1496,99456,1222.31424,7171.15019,0.6531788562,6557.53,1997,,128,,
Gansu,2013,65410.7,45209,-34263,18263.6,1304.568948,13492.6,8723.4,-23.2,2388.8,7174.3,1024.920498,70.6,12.102958,3.7,34554,46730,73464,102416,1258.69264,79228,3902.461044,0.3342939067,4520.9,-206.5,7103.9,65410.7,4672.286301,8723.4,1246.224924,70.6,12.102958,2314,307.762,2272,302.176,1516,107324.83,1319.022161,7557.398344,0.6182400462,6541.07,2314,,112,,
Gansu,2014,67158.7,47530.4,-33215.4,19539.1,1395.677913,14728.1,8806.6,-25.9,2480.4,7369.8,1052.849628,70.7,12.120101,3,36448,51008,73100,104672,1286.41888,80562,4071.320522,0.3428071815,4753.04,-188.6,7719.7,67158.7,4797.145941,8806.6,1258.110876,70.7,12.120101,2507,333.431,2438,324.254,1458,109548,1346.34492,7747.152838,0.6192140573,6715.87,2507,,130,,
Gansu,2015,65570.6,43996.3,-31689.6,20078.5,1434.207255,14817.5,8874.7,-11.1,2247.9,7144,1020.59184,91.9,15.754417,0.3,39258,52179,72041,104617,1285.74293,80766,4091.988442,0.3504915215,4399.63,-129.9,8202.9,65570.6,4683.707958,8874.7,1267.839642,91.9,15.754417,2596,345.268,2524,335.692,1174,109872,1350.32688,7662.896897,0.6112189712,6557.06,2596,-36,121,,
Gansu,2016,63775.17,42542.9,-30607.9,19518.2,1394.185026,13683.2,8836.1,-5,2143.4,7244.1,1034.892126,110.7,18.977301,0.5,36689,51015,70418,101311,1245.11219,75950,4034.045643,0.3456046732,4254.29,-155.3,8012.4,63775.2,4555.462536,8836.1,1262.325246,110.7,18.977301,2617,348.061,2563,340.879,963,106515,1309.06935,7493.895433,0.607889792,6377.52,2617,,105,,
Gansu,2017,63608.1,37384,-31565,17691.4,1263.696702,11946.4,9069.40001,-13.7,2282.1,7449.3,1064.206998,110.5,18.943015,0.3,45777,63523,71391,110897,1362.92413,83187,4064.614845,0.3109019551,3738.4,-170.9,8270,63608.1,4543.526583,9069.4,1295.654484,110.5,18.943015,2836,377.188,2668,354.844,1023,116437,1431.01073,7666.322812,0.5926604833,6360.81,2836,-96,177,,
