UNIT;PLANT;PARENT;URL;SPONSOR;CAPACITY_MW;STATUS;REGION;COUNTRY;SUBNATIONAL_UNIT;GEOPOINT
Unit 2;Xiangfang Cogen Power Station;"Heilongjiang Province Xinma Thermoelectricity Group Co Ltd [66.0%]; Beidahuang Group Co Ltd [34.0%]";https://www.gem.wiki/Xiangfang_Cogen_power_station;;80;Cancelled;Asia;China;Heilongjiang;45.70278, 126.7474
Phase Ii, Unit 4;Xianyang West Cogeneration Power Station;"Shaanxi Investment Group Co Ltd [48.6%]; Xianyang Financial Holding Co Ltd [13.2%]; Shaanxi Coal And Chemical Industry Co Ltd [11.6%]; China Development Bank Corp [10.8%]; Haibang Chuangzhi Carbon Zhonghe (Zaozhuang) Equity Investment Partnership Lp [5.1%]";https://www.gem.wiki/Xianyang_West_cogeneration_power_station;;350;Cancelled;Asia;China;Shaanxi;34.28765, 108.56345
Phase Iv, Unit 10;Xiaolongtan Power Station;China Energy Investment Corp;https://www.gem.wiki/Xiaolongtan_power_station;;350;Announced;Asia;China;Yunnan;23.83814, 103.19579
Unit 3;Xiaolongtan Power Station;China Energy Investment Corp;https://www.gem.wiki/Xiaolongtan_power_station;;100;Retired;Asia;China;Yunnan;23.83814, 103.19579
Unit 4;Xiaolongtan Power Station;China Energy Investment Corp;https://www.gem.wiki/Xiaolongtan_power_station;;100;Retired;Asia;China;Yunnan;23.83814, 103.19579
Unit 6;Xiaolongtan Power Station;China Energy Investment Corp;https://www.gem.wiki/Xiaolongtan_power_station;;100;Retired;Asia;China;Yunnan;23.83814, 103.19579
Unit 1;Xieqiao Lhv Power Station;"Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; China Cinda Asset Management Co Ltd [7.4%]";https://www.gem.wiki/Xieqiao_LHV_power_station;;350;Permitted;Asia;China;Anhui;32.73981, 116.40816
Unit 2;Xieqiao Lhv Power Station;"Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; China Cinda Asset Management Co Ltd [7.4%]";https://www.gem.wiki/Xieqiao_LHV_power_station;;350;Permitted;Asia;China;Anhui;32.73981, 116.40816
Unit 2;Xihai-2 Power Station;Qinghai Provincial Investment Group Co Ltd;https://www.gem.wiki/Xihai-2_power_station;;135;Operating;Asia;China;Qinghai;36.9743, 100.90983
Phase I, Unit 2;Xilaifeng Power Station;China Energy Investment Corp;https://www.gem.wiki/Xilaifeng_power_station;;200;Operating;Asia;China;Inner Mongolia;39.3708, 106.8925
Phase Ii, Unit 4;Xinchang Power Station;"State Power Investment Co Ltd [54.3%]; Ningbo Meishan Free Trade Port Chuangwao Equity Investment Partnership Lp [31.3%]; Jiaxing Zhuo Rui No. 1 Equity Investment Partnership Lp [14.4%]";https://www.gem.wiki/Xinchang_power_station;;1000;Cancelled;Asia;China;Jiangxi;28.8613, 115.97585
Unit 1;Xincheng Coal Chemical Captive Power Station;"Guizhou Shuikuang Holding Group Co Ltd [62.4%]; China Cinda Asset Management Co Ltd [20.2%]";https://www.gem.wiki/Xincheng_Coal_Chemical_captive_power_station;;50;Operating;Asia;China;Guizhou;26.54896, 105.02248
Unit 6;Xindian Power Station;"Huaneng Power International Inc [95.0%]; Zibo Linzi Jiuhe Finance Holding Co Ltd [5.0%]";https://www.gem.wiki/Xindian_power_station;;330;Operating;Asia;China;Shandong;36.78223, 118.23527
Phase Ii, Unit 3;Xinfeng Power Station;"Jiangxi Provincial Investment Group Corp [81.0%]; China Energy Investment Corp [10.0%]; Jiangxi Financial Investment Group Co Ltd [9.0%]";https://www.gem.wiki/Xinfeng_power_station;;1000;Pre-Permit;Asia;China;Jiangxi;25.31759, 114.91988
Phase Ii, Unit 4;Xinfeng Power Station;"Jiangxi Provincial Investment Group Corp [81.0%]; China Energy Investment Corp [10.0%]; Jiangxi Financial Investment Group Co Ltd [9.0%]";https://www.gem.wiki/Xinfeng_power_station;;1000;Pre-Permit;Asia;China;Jiangxi;25.31759, 114.91988
Unit 2;Xing County Power Station;"Huadian Energy Co Ltd [51.0%]; Shanxi Dubao Newenergy Resources Co Ltd [24.5%]; Shanxi Tangrong Investment Management Co Ltd [24.5%]";https://www.gem.wiki/Xing_County_power_station;;350;Cancelled;Asia;China;Shanxi;38.38959, 111.11354
Unit 2;Xing'An Copper-Zinc Smelter Power Station;"Inner Mongolia Geology And Mineral Resources (Group) Co Ltd [89.4%]; Inner Mongolia State Owned Capital Operation Co Ltd [9.9%]";https://www.gem.wiki/Xing%27an_Copper-Zinc_Smelter_power_station;;50;Retired;Asia;China;Inner Mongolia;44.76696, 118.42287
Unit 2;Xingtai Cogen Power Station;Hebei Construction Investment Energy Investment Co Ltd;https://www.gem.wiki/Xingtai_Cogen_power_station;;350;Operating;Asia;China;Hebei;36.96999, 114.62402
Phase I, Unit 1;Xinhai Power Station;"Jiangsu Guoxin Corp Ltd [89.8%]; Lianyungang Municipal Government [9.0%]";https://www.gem.wiki/Xinhai_power_station;;220;Retired;Asia;China;Jiangsu;34.57789, 119.12671
Phase I, Unit 2;Xinhai Power Station;"Jiangsu Guoxin Corp Ltd [89.8%]; Lianyungang Municipal Government [9.0%]";https://www.gem.wiki/Xinhai_power_station;;220;Retired;Asia;China;Jiangsu;34.57789, 119.12671
Unit 2;Xinhua Power Station;"Huaneng Power International Inc [70.0%]; Heilongjiang Chenneng Investment Group Co Ltd [30.0%]";https://www.gem.wiki/Xinhua_power_station;;50;Retired;Asia;China;Heilongjiang;46.13508, 124.60105
Phase Iii, Unit 7;Xinhui Shuangshui Power Station;"Jiangmen Xinhui Shuangshui Yilian Baisha Factory [42.6%]; Yirun (Hong Kong) [25.0%]; Shuangshui Town Economic Development Service Center, Xinhui District, Jiangmen City [20.0%]; Jiangmen Guoshu Biology Co Ltd [10.8%]";https://www.gem.wiki/Xinhui_Shuangshui_power_station;;600;Operating;Asia;China;Guangdong;22.4463, 112.99936
Unit 2;Xinjiang Guoxin Qitai Power Station;Zhongneng Power (Suzhou) Co Ltd;https://www.gem.wiki/Xinjiang_Guoxin_Qitai_power_station;;660;Operating;Asia;China;Xinjiang;44.36282, 90.15228
Unit 1;Xinjiang Jiarun Power Station;"Manas Taixin Trading Co Ltd [65.0%]; Qingdao Xinjinmao Trading Co Ltd [27.4%]; Fengtu Nonferrous Metals (Hong Kong) [7.6%]";https://www.gem.wiki/Xinjiang_Jiarun_power_station;;350;Operating;Asia;China;Xinjiang;44.3122, 86.41848
Unit 6;Xinjiang Jiarun Power Station;"Manas Taixin Trading Co Ltd [65.0%]; Qingdao Xinjinmao Trading Co Ltd [27.4%]; Fengtu Nonferrous Metals (Hong Kong) [7.6%]";https://www.gem.wiki/Xinjiang_Jiarun_power_station;;350;Cancelled;Asia;China;Xinjiang;44.3122, 86.41848
Unit 7;Xinjiang Jiarun Power Station;"Manas Taixin Trading Co Ltd [65.0%]; Qingdao Xinjinmao Trading Co Ltd [27.4%]; Fengtu Nonferrous Metals (Hong Kong) [7.6%]";https://www.gem.wiki/Xinjiang_Jiarun_power_station;;350;Cancelled;Asia;China;Xinjiang;44.3122, 86.41848
Unit 2;Xinjiang Jinlong Shenwu Power Station;"Xinjiang Production & Construction Corps Seventh Agricultural Division State-Own Ed Assets [68.8%]; Xinjiang Production And Construction Corps Electric Power Group Co Ltd [26.8%]";https://www.gem.wiki/Xinjiang_Jinlong_Shenwu_power_station;;350;Cancelled;Asia;China;Xinjiang;44.78481, 84.89996
Phase Ii, Unit 7;Xinjiang Qiya Smelter Power Station;E'Meishan Maite Transport Co Ltd [97.8%];https://www.gem.wiki/Xinjiang_Qiya_Smelter_power_station;;360;Cancelled;Asia;China;Xinjiang;44.85943, 89.02429
Phase Ii, Unit 8;Xinjiang Qiya Smelter Power Station;E'Meishan Maite Transport Co Ltd [97.8%];https://www.gem.wiki/Xinjiang_Qiya_Smelter_power_station;;360;Cancelled;Asia;China;Xinjiang;44.85943, 89.02429
Phase Ii, Unit 9;Xinjiang Qiya Smelter Power Station;E'Meishan Maite Transport Co Ltd [97.8%];https://www.gem.wiki/Xinjiang_Qiya_Smelter_power_station;;360;Cancelled;Asia;China;Xinjiang;44.85943, 89.02429
Unit 4;Xinjiang Zhongtai Fukang Power Station;Xinjiang Zhongtai Chenical Co Ltd;https://www.gem.wiki/Xinjiang_Zhongtai_Fukang_power_station;;150;Operating;Asia;China;Xinjiang;44.08098, 88.5889
Unit 6;Xinjiang Zhongtai Fukang Power Station;Xinjiang Zhongtai Chenical Co Ltd;https://www.gem.wiki/Xinjiang_Zhongtai_Fukang_power_station;;150;Operating;Asia;China;Xinjiang;44.08098, 88.5889
Unit 04;Xinxiang Yuxin Power Station;"State Power Investment Co Ltd [65.3%]; Xinxiang Investment Group Co Ltd [27.2%]";https://www.gem.wiki/Xinxiang_Yuxin_power_station;;135;Retired;Asia;China;Henan;35.40551, 113.92916
Unit 10;Xinyang Pingqiao Power Station;"Xinyang Shihe District Shanshan Wood Industry Products Co Ltd [45.4%]; Xinyang Hongchang Real Estate Development Co Ltd [39.6%]; Xinyang Hongchang Agricultural Development Co Ltd [14.9%]";https://www.gem.wiki/Xinyang_Pingqiao_power_station;;55;Retired;Asia;China;Henan;32.10199, 114.13372
Phase I, Unit 1;Xinyang Power Station;"Shaanxi Coal And Chemical Industry Co Ltd [51.2%]; China Datang Corp [48.2%]";https://www.gem.wiki/Xinyang_power_station;;300;Operating;Asia;China;Henan;32.10902, 114.14088
Phase Ii, Unit 3;Xinyou Qitai Power Station;Shanxi Xinyou Investment Group Co Ltd [99.5%];https://www.gem.wiki/Xinyou_Qitai_power_station;;660;Cancelled;Asia;China;Xinjiang;44.5544, 90.2572
Phase I, Unit 2;Xinzhou Guangyu Power Station;China Huadian Group Corp;https://www.gem.wiki/Xinzhou_Guangyu_power_station;;135;Operating;Asia;China;Shanxi;38.46136, 112.74855
Phase Ii, Unit 4;Xinzhou Guangyu Power Station;China Huadian Group Corp;https://www.gem.wiki/Xinzhou_Guangyu_power_station;;350;Operating;Asia;China;Shanxi;38.45953, 112.75161
Unit 4;Xishan Coal Wuxiang Power Station;Shanxi Coking Coal Energy Group Co Ltd;https://www.gem.wiki/Xishan_Coal_Wuxiang_power_station;;1000;Cancelled;Asia;China;Shanxi;36.82223, 112.83763
Unit 1;Xishan Cogen Power Station;Shanxi Coking Coal Energy Group Co Ltd [91.6%];https://www.gem.wiki/Xishan_Cogen_power_station;;50;Operating;Asia;China;Shanxi;37.82945, 112.41799
Unit 3;Xishan Cogen Power Station;Shanxi Coking Coal Energy Group Co Ltd [91.6%];https://www.gem.wiki/Xishan_Cogen_power_station;;50;Operating;Asia;China;Shanxi;37.82945, 112.41799
Unit 2;Xishangzhuang Power Station;"Hebei Construction Investment Energy Investment Co Ltd [50.0%]; Shan Xi Hua Yang Group New Energy Co Ltd [50.0%]";https://www.gem.wiki/Xishangzhuang_power_station;;660;Construction;Asia;China;Shanxi;37.81314, 113.42469
Relocation Project Unit 2;Xishui Power Station;"State Power Investment [46.0%]; State Power Investment Co Ltd [25.1%]; Guizhou Panjiang Investment Holding (Group) Co Ltd [8.7%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [7.6%]";https://www.gem.wiki/Xishui_power_station;;660;Announced;Asia;China;Guizhou;28.35669, 106.19751
Phase Ii, Unit 3;Xixia Ningxia Power Station;"Ningxia State-Owned Investment Management Co Ltd [89.4%]; Ningxia Guoyun Development Private Fund Partnership Lp [10.6%]";https://www.gem.wiki/Xixia_Ningxia_power_station;;350;Operating;Asia;China;Ningxia;38.44467, 106.12577
Unit 2;Xixia Wanxi Power Station;"China Energy Investment Corp [51.0%]; Henan Huarong Energy Development Co Ltd [28.0%]; Kaifeng Huayu Investment Co Ltd [12.5%]; Xixia Sunshine Energy Investment Co Ltd [6.0%]";https://www.gem.wiki/Xixia_Wanxi_power_station;;660;Cancelled;Asia;China;Henan;33.18637, 111.69394
Unit 2;Xpcc Hongxing Power Station;"China National Coal Group [51.0%]; Xinjiang Production & Construction Corps Investment Co Ltd [49.0%]";https://www.gem.wiki/XPCC_Hongxing_power_station;;660;Operating;Asia;China;Xinjiang;42.3143, 93.6604
Phase I, Unit 2;Xpcc Shihezi Cogen Power Station;Tianshan Aluminum Group Co Ltd;https://www.gem.wiki/XPCC_Shihezi_Cogen_power_station;;350;Operating;Asia;China;Xinjiang;44.42809, 86.09361
Phase Ii, Unit 7;Xpcc Shihezi Cogen Power Station;Tianshan Aluminum Group Co Ltd;https://www.gem.wiki/XPCC_Shihezi_Cogen_power_station;;360;Cancelled;Asia;China;Xinjiang;44.42809, 86.09361
Phase Ii, Unit 8;Xpcc Shihezi Cogen Power Station;Tianshan Aluminum Group Co Ltd;https://www.gem.wiki/XPCC_Shihezi_Cogen_power_station;;360;Cancelled;Asia;China;Xinjiang;44.42809, 86.09361
Unit 1;Xuchang Yulong Power Station;"China Datang Corp [66.0%]; Henan Provincial Investment Co [30.0%]";https://www.gem.wiki/Xuchang_Yulong_power_station;;350;Operating;Asia;China;Henan;34.17511, 113.35814
Unit 3;Xuchang Yulong Power Station;"China Datang Corp [66.0%]; Henan Provincial Investment Co [30.0%]";https://www.gem.wiki/Xuchang_Yulong_power_station;;660;Operating;Asia;China;Henan;34.17511, 113.35814
Unit 4;Xuchang Yulong Power Station;"China Datang Corp [66.0%]; Henan Provincial Investment Co [30.0%]";https://www.gem.wiki/Xuchang_Yulong_power_station;;660;Operating;Asia;China;Henan;34.17511, 113.35814
Phase Iii, Unit 1;Xunjiansi Power Station;"China Huadian Group Corp [57.2%]; Yunnan Investment Holding Group Co Ltd [22.2%]";https://www.gem.wiki/Xunjiansi_power_station;;300;Operating;Asia;China;Yunnan;23.95844, 103.18911
Phase I, Unit 1;Xutang Power Station;"China Datang Corp [50.0%]; Jiangsu Guoxin Investment Group Ltd [45.0%]; Pizhou Price Identification Center [5.0%]";https://www.gem.wiki/Xutang_power_station;;300;Operating;Asia;China;Jiangsu;34.34861, 117.93194
Unit 2;Xuwen Power Station;Beijing State-Owned Capital Management Center;https://www.gem.wiki/Xuwen_power_station;;1000;Cancelled;Asia;China;Guangdong;20.28312, 110.34294
Unit 2;Xuzhou Chacheng Power Station;Xuzhou Longcheng Power Plant;https://www.gem.wiki/Xuzhou_Chacheng_power_station;;55;Retired;Asia;China;Jiangsu;34.40353, 117.13487
Unit 2;Xuzhou Huaxin Power Station;"China Resources Power Holdings Co Ltd [72.0%]; Xuzhou Huayuan Investment Co Ltd [28.0%]";https://www.gem.wiki/Xuzhou_Huaxin_power_station;;330;Operating;Asia;China;Jiangsu;34.39313, 117.26008
Unit 1;Xuzhou Mine Power Station;"Jiangsu Xukuang Energy Co Ltd [65.0%]; Jiangsu Guoxin Investment Group Ltd [35.0%]";https://www.gem.wiki/Xuzhou_Mine_power_station;;300;Operating;Asia;China;Jiangsu;34.37308, 117.32888
Unit 2;Xuzhou Mine Power Station;"Jiangsu Xukuang Energy Co Ltd [65.0%]; Jiangsu Guoxin Investment Group Ltd [35.0%]";https://www.gem.wiki/Xuzhou_Mine_power_station;;300;Operating;Asia;China;Jiangsu;34.37308, 117.32888
Phase Iii, Unit 2;Xuzhou Pengcheng Power Station;"China Resources Power Holdings Co Ltd [59.9%]; Sdic Power Holdings Co Ltd [21.0%]; Jiangsu Guoxin Investment Group Ltd [14.0%]; Xuzhou State-Owned Assets Investment Operation Co Ltd [5.1%]";https://www.gem.wiki/Xuzhou_Pengcheng_power_station;;1000;Operating;Asia;China;Jiangsu;34.3779, 117.17591
Phase I;Yakeshi Power Station;"Inner Mongolia Autonomous Region State-Owned Assets Supervision And Administration Commission [90.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [10.0%]";https://www.gem.wiki/Yakeshi_power_station;;600;Cancelled;Asia;China;Inner Mongolia;49.285, 120.712
Phase Ii, Unit 3;Yan'An Power Station;China Datang Corp;https://www.gem.wiki/Yan%27an_power_station;;660;Cancelled;Asia;China;Shaanxi;35.82674, 109.30207
Unit 1;Yancheng Binhai Power Station;"Zhongneng Power (Suzhou) Co Ltd [49.0%]; Shanghai Electric Power Co Ltd [45.3%]; Industrial And Commercial Bank Of China Ltd [5.7%]";https://www.gem.wiki/Yancheng_Binhai_power_station;;1000;Operating;Asia;China;Jiangsu;34.30742, 120.24694
Unit 2;Yancheng Binhai Power Station;"Zhongneng Power (Suzhou) Co Ltd [49.0%]; Shanghai Electric Power Co Ltd [45.3%]; Industrial And Commercial Bank Of China Ltd [5.7%]";https://www.gem.wiki/Yancheng_Binhai_power_station;;1000;Operating;Asia;China;Jiangsu;34.30742, 120.24694
Phase Ii, Unit 3;Yancheng Binhai Power Station;"Zhongneng Power (Suzhou) Co Ltd [49.0%]; Shanghai Electric Power Co Ltd [45.3%]; Industrial And Commercial Bank Of China Ltd [5.7%]";https://www.gem.wiki/Yancheng_Binhai_power_station;;1000;Construction;Asia;China;Jiangsu;34.30742, 120.24694
Phase Iii, Unit 5;Yancheng Binhai Power Station;"Zhongneng Power (Suzhou) Co Ltd [49.0%]; Shanghai Electric Power Co Ltd [45.3%]; Industrial And Commercial Bank Of China Ltd [5.7%]";https://www.gem.wiki/Yancheng_Binhai_power_station;;1000;Pre-Permit;Asia;China;Jiangsu;34.30742, 120.24694
Phase I, Unit 6;Yangcheng Power Station;"China Datang Corp [38.7%]; Jiangsu Guoxin Investment Group Ltd [26.7%]; Shanxi State-Owned Capital Investment And Operation Co Ltd [9.0%]; Kepco Shanxi International [7.3%]; China Energy Construction Group Co Ltd [6.7%]; Power Construction Corporation Of China [6.7%]";https://www.gem.wiki/Yangcheng_power_station;;350;Operating;Asia;China;Shanxi;35.46612, 112.5742
Unit 2;Yanggu Cogen Power Station;Xinfengxiang Holding Group Co Ltd;https://www.gem.wiki/Yanggu_cogen_power_station;;60;Retired;Asia;China;Shandong;36.15959, 115.85468
Unit 1;Yanggu Senquan Cogen Power Station;"Shandong Goldencailun Paper Co Ltd [90.0%]; Persons [10.0%]";https://www.gem.wiki/Yanggu_Senquan_cogen_power_station;;30;Operating;Asia;China;Shandong;36.12294, 115.75608
Unit 2;Yanggu Senquan Cogen Power Station;"Shandong Goldencailun Paper Co Ltd [90.0%]; Persons [10.0%]";https://www.gem.wiki/Yanggu_Senquan_cogen_power_station;;30;Operating;Asia;China;Shandong;36.12294, 115.75608
Unit 2;Yangguang Power Station;"China Shenhua Energy Co Ltd [65.0%]; Chang'An Huitong Co Ltd [35.0%]";https://www.gem.wiki/Yangguang_power_station;;135;Retired;Asia;China;Shaanxi;38.9799, 110.44879
Unit 2;Yanghuopan Power Station;"Shaanxi Yulin Energy Group Co Ltd [51.4%]; Shenmu County State-Owned Assets Operation Co [31.0%]; Fugu County State-Owned Assets Operation Co Ltd [8.4%]";https://www.gem.wiki/Yanghuopan_power_station;;660;Operating;Asia;China;Shaanxi;39.05445, 110.52449
Unit 2;Yangjiachang Town Cogen Power Station;Shanying International Holdings Co Ltd;https://www.gem.wiki/Yangjiachang_Town_Cogen_power_station;;60;Operating;Asia;China;Hubei;30.03723, 112.28162
Unit 3;Yangjiachang Town Cogen Power Station;Shanying International Holdings Co Ltd;https://www.gem.wiki/Yangjiachang_Town_Cogen_power_station;;60;Operating;Asia;China;Hubei;30.03723, 112.28162
Unit 4;Yangjiachang Town Cogen Power Station;Shanying International Holdings Co Ltd;https://www.gem.wiki/Yangjiachang_Town_Cogen_power_station;;60;Operating;Asia;China;Hubei;30.03723, 112.28162
Phase Iii, Unit 1;Yangliuqing Power Station;"Huaneng Power International Inc [55.0%]; Tianjin State-Owned Capital Investment And Management Co Ltd [44.3%]";https://www.gem.wiki/Yangliuqing_power_station;;350;Operating;Asia;China;Tianjin;39.15122, 117.03826
Phase Vi, Unit 8;Yangluo Power Station;"Huaneng Power International Inc [75.0%]; Wuhan Economic Development Investment (Group) Co Ltd [25.0%]";https://www.gem.wiki/Yangluo_power_station;;1000;Cancelled;Asia;China;Hubei;30.6939, 114.5431
Unit 4;Yangquan-2 Power Station;Top Energy Company Ltd.Shanxi;https://www.gem.wiki/Yangquan-2_power_station;;320;Operating;Asia;China;Shanxi;37.77498, 113.62595
Unit 7;Yangzhou-1 Power Station;"China Huadian Group Corp [44.2%]; Yangzhou Urban And Rural Construction State-Owned Assets Holding (Group) Co Ltd [23.2%]; Taizhou Urban Construction Investment Group Co Ltd [16.3%]; Petrochina Co Ltd [11.1%]";https://www.gem.wiki/Yangzhou-1_power_station;;330;Operating;Asia;China;Jiangsu;32.43034, 119.47431
Phase Ii, Unit 2;Yangzonghai Power Station;"China Energy Investment Corp [51.0%]; China National Tobacco Corp [33.5%]; Yunnan Investment Holding Group Co Ltd [10.8%]";https://www.gem.wiki/Yangzonghai_power_station;;200;Operating;Asia;China;Yunnan;24.96312, 103.02786
Unit 2;Yanzhou Mine Jisan Power Station;Yankuang Energy Group Co Ltd [99.0%];https://www.gem.wiki/Yanzhou_Mine_Jisan_power_station;;135;Operating;Asia;China;Shandong;35.26829, 116.65978
Phase I, Unit 1;Yaomeng Power Station;"China National Coal Group [60.0%]; China Power International Development Co Ltd [40.0%]";https://www.gem.wiki/Yaomeng_power_station;;320;Retired;Asia;China;Henan;33.73799, 113.24188
Phase I, Unit 4;Yaomeng Power Station;"China National Coal Group [60.0%]; China Power International Development Co Ltd [40.0%]";https://www.gem.wiki/Yaomeng_power_station;;320;Operating;Asia;China;Henan;33.73799, 113.24188
Unit 2;Yellow River Delta Power Station;"China Development Bank Corp [21.8%]; Binzhou Heyi Industrial Investment Partnership Lp [5.5%]";https://www.gem.wiki/Yellow_River_Delta_power_station;;50;Operating;Asia;China;Shandong;37.37808, 118.07908
Unit 1;Yichang Xiaoting Power Station;China Resources Power Holdings Co Ltd;https://www.gem.wiki/Yichang_Xiaoting_power_station;;350;Operating;Asia;China;Hubei;30.49698, 111.44191
New Unit;Yichang Xiaoting Power Station;China Resources Power Holdings Co Ltd;https://www.gem.wiki/Yichang_Xiaoting_power_station;;350;Announced;Asia;China;Hubei;30.49698, 111.44191
Unit 1;Yichun Zhangshu Saltchemical Base Cogen Power Station;Jiangxi Salt Industry Group Co Ltd [96.1%];https://www.gem.wiki/Yichun_Zhangshu_Saltchemical_Base_cogen_power_station;;30;Permitted;Asia;China;Jiangxi;28.01409, 115.61685
Unit 5;Yihua Pacific Power Station;Hubei Yihua Chemical Industry Co Ltd;https://www.gem.wiki/Yihua_Pacific_power_station;;83;Operating;Asia;China;Hubei;30.54434, 111.41422
Unit 2;Yihua Wucaiwan Power Station;"Hubei Yihua Chemical Industry Co Ltd [35.6%]; Yichang Taiyi Asset Management Co Ltd [31.5%]; Yichang Industrial Investment Holding Group Co Ltd [25.0%]; Hubei Yihua Group Co Ltd [7.9%]";https://www.gem.wiki/Yihua_Wucaiwan_power_station;;330;Operating;Asia;China;Xinjiang;44.89693, 89.24651
Unit 2;Yima Gezha Power Station;"Henan Provincial People'S Government State-Owned Assets Supervision And Administration Commission [65.1%]; China Cinda Asset Management Co Ltd [23.2%]; China Huarong Asset Management [7.8%]";https://www.gem.wiki/Yima_Gezha_power_station;;155;Retired;Asia;China;Henan;34.73342, 111.9076
Phase Iv, Unit 8;Yimin Power Station;China Huaneng Group;https://www.gem.wiki/Yimin_power_station;;600;Cancelled;Asia;China;Inner Mongolia;48.54972, 119.77389
Phase Ii, Unit 3;Yimin Power Station;China Huaneng Group;https://www.gem.wiki/Yimin_power_station;;600;Operating;Asia;China;Inner Mongolia;48.54972, 119.77389
Unit 1;Ying Long Shan Power Station;Ninglong Power Generation Company;https://www.gem.wiki/Ying_Long_Shan_power_station;;4500;Cancelled;Asia;China;Zhejiang;29.874, 121.55
Unit 1;Yingcheng Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yingcheng_power_station;;50;Operating;Asia;China;Hubei;30.91501, 113.66063
Unit 1;Yingkou Huicheng Cogen Power Station;"Beijing Junhuaxing Technology Co Ltd [37.5%]; Persons [30.0%]; Beijing Shengshi Guotai Technology Development Co Ltd [15.0%]; Beijing Lanjing Shengshi Culture Media Co Ltd [10.0%]";https://www.gem.wiki/Yingkou_Huicheng_Cogen_power_station;;50;Cancelled;Asia;China;Liaoning;40.58923, 122.17576
Unit 2;Yingkou Huicheng Cogen Power Station;"Beijing Junhuaxing Technology Co Ltd [37.5%]; Persons [30.0%]; Beijing Shengshi Guotai Technology Development Co Ltd [15.0%]; Beijing Lanjing Shengshi Culture Media Co Ltd [10.0%]";https://www.gem.wiki/Yingkou_Huicheng_Cogen_power_station;;50;Cancelled;Asia;China;Liaoning;40.58923, 122.17576
Unit 3;Yingkou Huicheng Cogen Power Station;"Beijing Junhuaxing Technology Co Ltd [37.5%]; Persons [30.0%]; Beijing Shengshi Guotai Technology Development Co Ltd [15.0%]; Beijing Lanjing Shengshi Culture Media Co Ltd [10.0%]";https://www.gem.wiki/Yingkou_Huicheng_Cogen_power_station;;30;Cancelled;Asia;China;Liaoning;40.58923, 122.17576
Unit 3;Yingkou Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yingkou_power_station;;600;Operating;Asia;China;Liaoning;40.30384, 122.10597
Unit 4;Yingkou Power Station;Huaneng Power International Inc;https://www.gem.wiki/Yingkou_power_station;;600;Operating;Asia;China;Liaoning;40.30384, 122.10597
Unit 5;Yishui County Cogen Power Station;Shandong Fiberglass Group Co Ltd;https://www.gem.wiki/Yishui_County_cogen_power_station;;30;Operating;Asia;China;Shandong;35.7592, 118.61185
Unit 1;Yiwuling Power Station;China Energy Investment Corp;https://www.gem.wiki/Yiwuling_power_station;;50;Retired;Asia;China;Hebei;36.532, 113.67685
Unit 4;Yiwuling Power Station;China Energy Investment Corp;https://www.gem.wiki/Yiwuling_power_station;;55;Retired;Asia;China;Hebei;36.532, 113.67685
Phase Ii, Unit 3;Yiyang Power Station;Shaanxi Coal And Chemical Industry Co Ltd [97.4%];https://www.gem.wiki/Yiyang_power_station;;630;Operating;Asia;China;Hunan;28.59667, 112.26861
Phase Iii, Unit 5;Yong'An Power Station;China Huadian Group Corp;https://www.gem.wiki/Yong'an_power_station;;100;Retired;Asia;China;Fujian;26.00357, 117.37926
Phase Iii, Unit 6;Yong'An Power Station;China Huadian Group Corp;https://www.gem.wiki/Yong'an_power_station;;100;Retired;Asia;China;Fujian;26.00357, 117.37926
Unit 1;Yongchuan Gangqiao Industry Park Cogen Power Station;"Chongqing Xipenglv Industries Zone Development Investment Co Ltd [20.5%]; State Power Investment Co Ltd [11.0%]; Chongqing Yongchuan High Tech Industry Investment And Development Group Co Ltd [10.0%]; Chongqing Hengjie Investment Co Ltd [8.6%]; Chongqing Yulong Asset Management (Group) Co Ltd [7.7%]; China Yangtze Power Co Ltd [6.2%]";https://www.gem.wiki/Yongchuan_Gangqiao_Industry_Park_Cogen_power_station;;350;Cancelled;Asia;China;Chongqing;29.36667, 105.9
Unit 2;Yongchuan Songgai Power Station;"State Power Investment Co Ltd [49.0%]; Chongqing Xipenglv Industries Zone Development Investment Co Ltd [34.2%]; Chongqing Yulong Asset Management (Group) Co Ltd [12.9%]";https://www.gem.wiki/Yongchuan_Songgai_power_station;;135;Retired;Asia;China;Chongqing;29.05478, 105.88447
Unit 4;Yongchuan Songgai Power Station;"State Power Investment Co Ltd [49.0%]; Chongqing Xipenglv Industries Zone Development Investment Co Ltd [34.2%]; Chongqing Yulong Asset Management (Group) Co Ltd [12.9%]";https://www.gem.wiki/Yongchuan_Songgai_power_station;;350;Cancelled;Asia;China;Chongqing;29.05478, 105.88447
